id,node1,node2,distance
244,462973799,316802453,103.671
245,462973799,331597615,89.17099999999999
246,462979629,301455186,89.75500000000001
247,462979629,611484212,163.66400000000002
248,462980385,462972817,69.157
249,462980385,316802849,73.807
250,474873087,607232862,187.307
251,474873087,309580951,141.006
252,474873087,474873137,139.877
253,474873137,607233477,199.628
254,474873137,474873201,147.737
255,474873137,474873087,139.877
256,474873201,474873203,154.357
257,474873201,474873270,309.512
258,474873201,474873137,147.73700000000002
259,474873203,7792325687,211.118
260,474873203,607233477,158.79200000000003
261,474873270,7792325688,143.129
262,474873270,607233195,119.208
263,474873270,608362281,49.373
264,474873270,474873201,309.51200000000006
265,474878823,610684162,65.514
266,474879545,380988122,7.616
267,474879545,1843155256,8.875
268,474879546,475476851,50.886
269,474879546,474879657,95.212
270,474879546,474879685,51.317
271,474879580,1175765858,127.06
272,474879580,3354328563,44.809
273,474879580,475477119,181.59099999999998
274,474879580,3350756526,61.58
275,474879581,1842988779,7.918
276,474879581,4337745395,78.25
277,474879624,4041865282,39.975
278,474879624,1175765858,52.244
279,474879625,475477111,65.297
280,474879625,3350756526,51.11
281,474879625,475477532,105.49300000000001
282,474879655,1829377356,49.787
283,474879655,474879710,191.12
284,474879657,474879686,55.531
285,474879657,474879546,95.212
286,474879657,474879749,49.509
287,474879685,475476674,115.145
288,474879685,474879546,51.317
289,474879686,475476850,51.906
290,474879686,475477119,88.119
291,474879686,474879657,55.531
292,474879709,317337492,28.332
293,474879709,1829377356,13.185
294,474879710,474879749,53.021
295,474879710,474879655,197.27200000000005
296,474879710,1829377356,141.333
297,474879749,474879657,49.509
298,474879749,474879710,53.021
299,474879749,317337476,146.28900000000002
300,474879837,4332672411,22.723
301,474879837,474879894,128.13600000000002
302,474879842,1175765858,56.7
303,474879894,474879837,128.136
304,475476674,1834944598,12.565
305,475476674,1842988777,200.762
306,475476676,475476749,66.582
307,475476676,1834944598,74.761
308,475476676,1834944597,133.047
309,475476728,475476747,67.553
310,475476728,475476745,65.219
311,475476745,475476728,65.219
312,475476745,7070680189,26.833
313,475476747,475476749,56.677
314,475476747,475476728,67.553
315,475476747,8234459405,67.67
316,475476749,475476676,66.582
317,475476749,475476747,56.677
318,475476816,1834944600,80.85799999999999
319,475476850,474879686,51.906
320,475476850,475476851,150.572
321,475476850,1273632542,51.697
322,475476851,474879546,50.886
323,475476851,1273492525,51.903
324,475476851,475476850,150.572
325,475476859,1273632542,52.718
326,475476859,475477030,102.964
327,475476859,1273492525,96.414
328,475476906,475477030,51.499
329,475476906,1273842885,94.664
330,475476906,1273564211,53.574
331,475477030,475476906,51.499
332,475477030,475476859,102.964
333,475477030,1273837300,95.366
334,475477111,474879625,65.297
335,475477111,317337277,61.271
336,475477111,3350756525,49.512
337,475477111,4332689687,103.40299999999999
338,475477113,475477532,61.006
339,475477113,475477140,56.616
340,475477113,475477118,72.252
341,475477117,475477447,48.433
342,475477117,475477445,164.03
343,475477117,1829377361,58.983
344,475477118,475477205,52.283
345,475477118,475477119,55.998
346,475477118,475477113,72.252
347,475477119,474879686,88.119
348,475477119,475477118,55.998
349,475477119,474879580,181.591
350,475477140,475477475,54.727
351,475477140,475477113,56.616
352,475477140,475477208,54.232
353,475477145,475477377,52.534
354,475477145,1181353057,51.997
355,475477145,475477474,75.58500000000001
356,475477145,475477434,152.13500000000002
357,475477148,6495435022,14.209
358,475477148,1842988783,7.512
359,475477148,1181353066,105.037
360,475477205,475477118,52.283
361,475477205,475477209,50.391
362,475477205,475477208,135.031
363,475477208,475477234,54.166
364,475477208,475477140,54.232
365,475477208,475477205,135.031
366,475477209,475477205,50.391
367,475477209,475477235,54.132
368,475477209,475477234,141.27100000000002
369,475477234,475477377,52.741
370,475477234,475477208,54.166
371,475477234,475477209,141.27100000000002
372,475477235,475477209,54.132
373,475477235,475477434,52.272
374,475477235,475477377,147.412
375,475477377,475477145,52.534
376,475477377,475477234,52.741
377,475477377,475477235,147.412
378,475477434,475477235,52.272
379,475477434,475477447,81.57700000000001
380,475477434,475477145,152.135
381,475477437,2147072361,189.45800000000003
382,475477437,1181353057,60.638000000000005
383,475477445,475477117,164.03
384,475477445,1842988783,46.78
385,475477445,475477474,51.318000000000005
386,475477447,475477117,48.433
387,475477447,475477434,81.577
388,475477447,475477474,160.419
389,475477474,475477445,51.318000000000005
390,475477474,475477145,75.58500000000001
391,475477474,475477447,160.419
392,475477475,317337576,59.743
393,475477475,475477140,54.727
394,475477475,1181353057,211.47
395,475477496,1273815907,68.517
396,475477496,1181353057,164.709
397,475477524,3350756525,30.228
398,475477532,475477113,61.006
399,475477532,474879625,105.493
400,475477532,475477551,85.465
401,475477551,4332689687,180.87
402,475477551,1273508217,66.266
403,475477551,475477532,85.465
404,475477793,1181353071,70.996
405,475477793,4224818799,137.50900000000001
406,475477808,475477946,58.831
407,475477808,475477822,58.169
408,475477809,475477946,12.515
409,475477809,1273664088,57.379
410,475477809,1273867352,58.643
411,475477812,475477825,59.052
412,475477812,2147072367,111.25
413,475477812,1273867352,56.324
414,475477822,1273664088,70.218
415,475477822,2147072361,41.069
416,475477822,475477829,51.385999999999996
417,475477825,475477812,59.052
418,475477825,475477832,51.494
419,475477825,475477895,100.37899999999999
420,475477825,1273664088,128.34
421,475477829,4224818810,46.441
422,475477829,599290433,154.02300000000002
423,475477832,599290433,56.746
424,475477832,475477867,72.04499999999999
425,475477832,475477825,51.494
426,475477857,4224818803,70.569
427,475477857,2114005504,98.622
428,475477857,599290421,133.24
429,475477863,4224818789,71.568
430,475477863,475477896,61.2
431,475477863,475477876,61.95
432,475477867,475477875,58.893
433,475477867,475477832,72.04499999999999
434,475477867,475477896,109.527
435,475477869,1842328271,16.895
436,475477869,608425111,53.951
437,475477875,1181353071,55.921
438,475477875,475477867,58.893
439,475477875,475477885,106.369
440,475477876,475477885,64.094
441,475477876,475477863,61.95
442,475477876,475477890,90.34
443,475477885,475477876,64.094
444,475477885,475477875,106.369
445,475477885,475477890,59.985
446,475477890,475477885,59.985
447,475477890,475477876,90.34
448,475477890,1181353071,114.9
449,475477895,4224818787,131.283
450,475477895,475477901,61.883
451,475477895,475477825,100.379
452,475477896,475477863,61.2
453,475477896,475477901,59.558
454,475477896,475477867,109.527
455,475477901,475477896,59.558
456,475477901,475477895,61.883
457,475477901,4224818788,131.134
458,475477916,4224818788,10.123
459,475477916,301457497,61.676
460,475477917,475477944,57.5
461,475477917,475477808,144.337
462,475477918,2147072367,35.66
463,475477918,475478044,17.956
464,475477918,4224821590,51.909
465,475477943,475477944,112.74799999999999
466,475477943,317337272,51.953
467,475477944,475477917,57.5
468,475477944,475477946,153.312
469,475477944,4224821590,48.198
470,475477944,475477943,112.74799999999999
471,475477946,475477809,12.515
472,475477946,475477808,58.831
473,475477946,475477944,153.312
474,475478044,475477918,17.956
475,475478044,475478045,71.328
476,475478045,475478044,71.328
477,494379565,494413697,126.671
478,494379565,3743408005,18.075
479,494413680,494746395,79.328
480,494413680,1674944692,110.114
481,494413680,1355562672,19.425
482,494413697,1836213609,50.894
483,494413697,499745932,16.669
484,494493544,1832795859,12.045
485,494493544,660659185,42.267
486,494493544,660659121,84.229
487,494493560,316802224,47.126999999999995
488,494493560,589642608,40.451
489,494493571,651816978,83.888
490,494493571,317338061,94.88899999999998
491,494493621,317337966,7.243
492,494493621,589642628,117.03099999999999
493,494493621,317337967,75.125
494,494493627,650001527,75.122
495,494493627,650001523,80.288
496,494548981,10691359315,18.344
497,494548981,10691359316,26.652
498,494548981,651807070,896.3600000000001
499,494600082,1843117186,12.279
500,494600139,499773518,40.732
501,494600141,499796395,69.999
502,494600141,494600082,14.072
503,494746320,499796384,55.93900000000001
504,494746323,2168739224,124.499
505,494746395,5543194928,146.373
506,494746395,499847003,65.849
507,495350837,1836204830,55.706
508,495350837,499841740,57.515
509,495351202,1836204826,55.03
510,495351202,1836204816,184.295
511,495351202,1836204814,74.907
512,499727087,10697822828,10.678
513,499734194,3743408005,14.375
514,499734194,10697822829,8.552
515,499745932,499734194,111.058
516,499745932,10697822830,10.478
517,499751496,4337363110,11.054
518,499751496,1273849029,13.948
519,499751496,499773065,227.36700000000002
520,499773065,10697822831,11.055
521,499773065,2055553810,13.433
522,499773065,1273737524,221.913
523,499773518,499745932,139.821
524,499773518,9821725584,18.183
525,499775029,494600139,168.927
526,499775029,2000840949,20.234
527,499796384,494413697,220.497
528,499796384,499796426,54.878
529,499796388,499796426,52.109
530,499796388,1836213613,125.4
531,499796388,499796410,102.85900000000001
532,499796395,1836213613,54.145
533,499796395,494746320,240.357
534,499796410,1836213613,117.88999999999999
535,499796410,1836213610,55.336
536,499796410,499796388,102.85899999999998
537,499796426,499796388,52.109
538,499796426,1836213609,191.704
539,499796426,499796384,54.878
540,499797434,1843117184,153.504
541,499797434,499775029,85.417
542,499840956,499845689,54.183
543,499840956,1836204810,55.971
544,499840956,2461127773,165.18
545,499841740,495350837,57.515
546,499841740,1836204825,99.845
547,499841740,499843649,153.38
548,499841834,499846302,55.592
549,499841834,1836204804,167.164
550,499841834,499847010,56.312
551,499843646,2461127773,53.237
552,499843646,499843649,106.127
553,499843646,1836204825,156.221
554,499843649,1836204804,54.337
555,499843649,499843646,106.12700000000001
556,499843649,499841740,153.38000000000002
557,499844763,499847003,48.939
558,499844763,499845689,47.2
559,499844763,1836204802,65.278
560,499844763,1836204801,228.985
561,499845689,2461127774,169.441
562,499845689,499844763,47.2
563,499845689,499840956,54.183
564,499845695,499846302,61.814
565,499845695,1273832914,69.547
566,499845695,1836204801,74.821
567,499846302,499841834,55.592
568,499846302,499845695,61.814
569,499846302,1836204805,158.077
570,499847003,499844763,48.939
571,499847003,1273832914,155.531
572,499847003,494746395,65.849
573,499847010,1836204803,169.256
574,499847010,499841834,56.312
575,544355321,4270560989,48.26
576,544355321,606937355,50.035
577,544355321,606937275,94.959
578,548732884,4172109233,94.631
579,548734808,593898383,108.185
580,548734808,6855748075,192.27700000000004
581,548736076,316802714,194.08800000000002
582,548736229,548739106,52.142
583,548736229,6855748075,104.71100000000001
584,548737131,1843209609,191.50799999999998
585,548737131,548736076,36.103
586,548737577,548738116,50.898
587,548737577,1843209609,203.346
588,548738100,1843209609,48.971
589,548738100,606936955,73.757
590,548738116,606937145,50.595
591,548738116,605041200,57.265
592,548738318,548738100,50.868
593,548738318,548738654,47.653999999999996
594,548738351,548738100,138.151
595,548738351,4439786092,51.694
596,548738624,548739106,51.898
597,548738624,4439786092,88.52
598,548738624,548738831,90.918
599,548738654,548738831,88.753
600,548738654,4439786092,92.07400000000001
601,548738654,548738318,47.653999999999996
602,548738831,548738834,50.861
603,548738831,548738654,88.753
604,548738831,548738624,90.918
605,548738834,548738831,50.861
606,548738834,548736229,142.202
607,548739106,548738624,51.898
608,548739106,380945451,140.61
609,548740274,548740670,62.153
610,548740274,605041188,62.086
611,548740274,605041206,112.259
612,548740670,548740274,62.153
613,548740670,2726174139,53.718
614,548740670,548741400,122.703
615,548741400,605041206,61.145
616,548741400,409484474,59.809
617,548741400,548740670,122.703
618,548742773,607235253,191.307
619,548742773,309581436,53.907000000000004
620,548744434,317337956,6.484
621,548744434,494493621,249.374
622,548745148,607233854,143.85
623,548745148,593898516,11.487
624,548745148,605041323,96.49000000000001
625,548745860,548746499,86.917
626,548746499,608328581,80.8
627,548746499,548746518,22.375
628,548746518,331596103,73.454
629,548746518,331596292,112.57900000000001
630,548759596,1842328271,41.074
631,548815064,608335753,150.539
632,548815064,608332384,58.771
633,548815064,608336570,52.213
634,589642443,9414308160,36.627
635,589642520,1843102399,7.635
636,589642541,2722622166,43.559999999999995
637,589642541,589642569,100.631
638,589642550,2991672868,96.186
639,589642569,589642572,13.974
640,589642569,2722622167,22.13
641,589642572,650001634,89.77000000000001
642,589642572,589642633,21.333
643,589642608,316802224,39.391999999999996
644,589642608,589642569,20.945
645,589642628,317338061,12.688
646,589642628,494493627,94.477
647,589642628,650001532,71.982
648,589642633,589642608,12.039
649,589642633,650000841,106.77
650,589642691,4346558749,19.618000000000002
651,589642691,462973799,211.454
652,589642691,589642694,78.287
653,589642694,4331503412,176.221
654,589642694,317338180,61.962
655,589642694,589642691,78.287
656,589642708,589642691,73.05
657,589642708,589642714,75.90700000000001
658,589642714,607234974,117.479
659,589642714,607235016,64.091
660,589643101,607235639,108.107
661,589643101,257946389,121.86
662,589643132,317337878,20.52
663,589643132,331597623,58.53999999999999
664,589643195,257946397,144.894
665,589643195,7792299868,131.504
666,589643195,607233195,119.448
667,589643195,607232771,125.162
668,592287414,589643132,13.38
669,592287414,605041323,73.456
670,592287531,317337922,20.58
671,592287531,4346601316,116.009
672,592287606,1181353069,27.637999999999998
673,592287606,9414308158,47.45099999999999
674,593898337,593898338,91.132
675,593898337,593898343,76.427
676,593898338,607232989,91.658
677,593898338,593898337,91.13199999999999
678,593898338,593898339,145.516
679,593898339,607235639,103.314
680,593898339,593898341,155.474
681,593898339,593898338,145.516
682,593898339,607232993,94.02
683,593898341,593898339,155.474
684,593898343,607235465,205.495
685,593898343,607235479,52.974
686,593898344,593898345,77.723
687,593898344,593898399,17.909
688,593898345,593898363,218.84600000000003
689,593898345,593898346,55.463
690,593898346,607235355,207.058
691,593898346,4041852019,28.989
692,593898347,4331493647,159.02100000000002
693,593898347,607234928,58.994
694,593898350,1181353062,22.652
695,593898350,593898351,30.552
696,593898351,589642708,177.32
697,593898354,593898345,16.126
698,593898354,593898399,77.994
699,593898363,607235355,52.625
700,593898363,309581430,65.511
701,593898366,607235998,51.953
702,593898366,2726174142,164.046
703,593898370,606937322,102.791
704,593898370,606936957,134.732
705,593898371,606937324,54.145
706,593898371,606937055,187.637
707,593898371,593898382,205.574
708,593898380,606937065,52.991
709,593898380,605673873,111.539
710,593898381,606937053,50.626
711,593898381,593898382,186.787
712,593898381,4261655435,98.916
713,593898382,606937044,189.13500000000002
714,593898382,593898371,205.574
715,593898382,548734808,105.44
716,593898383,548738834,54.374
717,593898383,548738318,139.572
718,593898389,607235998,174.962
719,593898389,2726174142,51.937999999999995
720,593898395,605041188,67.07900000000001
721,593898395,317338174,64.951
722,593898396,607235444,67.127
723,593898396,593898344,228.45200000000003
724,593898399,5818344733,172.60799999999998
725,593898399,4331271526,120.491
726,593898399,593898344,17.909
727,593898417,1273872876,62.18700000000001
728,593898417,4041852033,51.254999999999995
729,593898516,548745148,11.487
730,593898516,607233717,62.297
731,593898516,607234283,67.625
732,599290421,1181353071,58.265
733,599290421,1273896930,74.928
734,599290421,475477857,133.24
735,599290433,475477832,56.746
736,599290433,1273462468,56.557
737,599290433,475477829,154.02300000000002
738,605041167,605673355,43.505
739,605041167,606182728,26.944
740,605041175,316802674,63.248
741,605041175,605041189,249.45
742,605041187,316802802,62.772
743,605041187,605041188,234.275
744,605041188,548740274,62.086
745,605041188,605041187,234.275
746,605041188,593898395,67.07900000000001
747,605041189,2726174139,62.059
748,605041189,605041175,249.45000000000002
749,605041189,316802802,62.921
750,605041191,605041192,187.556
751,605041191,317338171,52.442
752,605041191,605041226,53.232
753,605041192,409484474,53.654
754,605041192,605041191,187.556
755,605041192,4190293797,51.797000000000004
756,605041200,606937130,155.477
757,605041200,605041202,73.91
758,605041202,606937142,50.286
759,605041202,606937116,90.297
760,605041206,548741400,61.145
761,605041206,548740274,112.259
762,605041206,605041226,66.134
763,605041226,605041206,66.134
764,605041226,605041191,53.232
765,605041226,317338174,230.17100000000002
766,605041264,607233395,57.603
767,605041264,607233677,52.43
768,605041264,607233425,265.341
769,605041266,607233425,171.615
770,605041266,607233405,56.72
771,605041266,607233717,50.945
772,605041323,589643132,73.532
773,605041323,548745148,96.49000000000001
774,605673328,605673340,122.497
775,605673328,605673399,91.497
776,605673340,605673345,116.771
777,605673340,605673847,115.384
778,605673345,605673350,123.201
779,605673345,605673420,87.467
780,605673350,606182718,57.375
781,605673350,605674138,71.884
782,605673350,605673865,116.925
783,605673355,606937333,22.88
784,605673355,606937334,52.879000000000005
785,605673399,605673468,86.331
786,605673417,605673340,86.723
787,605673417,605673399,121.828
788,605673420,605673417,118.316
789,605673420,605673483,85.84
790,605673468,605673477,120.344
791,605673477,605673483,119.293
792,605673477,605673417,87.899
793,605673483,605673492,116.753
794,605673483,605673551,114.632
795,605673483,605673547,165.616
796,605673492,606182719,31.2
797,605673510,606937342,152.423
798,605673510,606937346,55.06
799,605673547,2059583797,178.776
800,605673547,605673477,114.075
801,605673551,1273983934,62.121
802,605673551,2059583798,56.895
803,605673551,605673554,122.255
804,605673554,605673492,112.237
805,605673554,605673551,122.255
806,605673554,605673558,128.912
807,605673558,606182711,49.44
808,605673558,606182710,58.05
809,605673558,605673554,128.912
810,605673847,605673345,164.536
811,605673864,605673847,121.147
812,605673864,605673345,118.61
813,605673865,605673864,119.564
814,605673873,605673865,119.899
815,605674138,605673350,71.884
816,605674216,605674302,127.194
817,605674216,606182731,65.63
818,605674216,1273983934,50.824
819,605674221,639092815,18.902
820,605674221,606182731,44.949999999999996
821,605674302,606182715,52.19
822,605674307,606182730,48.392
823,605674307,639108350,9.312
824,606182709,606182710,52.319
825,606182709,606937345,52.196000000000005
826,606182710,605673558,58.05
827,606182710,606182709,52.319
828,606182710,606182719,166.477
829,606182711,605673558,49.44
830,606182711,606182714,66.728
831,606182711,606937361,51.010999999999996
832,606182712,606937361,64.624
833,606182712,606182717,53.71
834,606182712,606182713,50.702
835,606182712,606182729,89.726
836,606182713,605674307,107.07
837,606182713,606182712,50.702
838,606182714,606182711,66.728
839,606182714,606182717,113.986
840,606182714,606182715,54.638
841,606182715,605673554,63.391
842,606182715,1273983934,124.595
843,606182715,606182714,54.638
844,606182717,606182712,53.71
845,606182717,606182714,113.986
846,606182717,606182730,53.379
847,606182718,605041167,51.185
848,606182718,606937349,51.707
849,606182719,606937349,128.799
850,606182719,606937344,51.76
851,606182719,606182710,164.584
852,606182728,606937063,52.43
853,606182729,606182712,89.726
854,606182729,606937352,58.381
855,606182729,606937350,53.373000000000005
856,606182730,605674302,62.823
857,606182730,606182731,128.16
858,606182730,606182717,53.379
859,606182731,606182730,128.16
860,606182731,605674216,65.63
861,606182731,605674221,44.95
862,606936955,606936956,52.531
863,606936955,548738116,132.293
864,606936956,606936957,136.232
865,606936956,606936955,52.531
866,606936956,1273677015,67.684
867,606936957,606936956,136.232
868,606936957,593898383,66.355
869,606936980,606937101,43.099
870,606936980,606936981,52.191
871,606936981,606936984,126.136
872,606936984,593898370,55.37
873,606937023,4343286741,8.535
874,606937023,606937031,52.971
875,606937031,606937023,52.971
876,606937031,606937044,44.944
877,606937031,4343286742,7.95
878,606937035,606937036,50.74
879,606937035,606937053,51.144
880,606937035,606937064,110.03
881,606937036,606937037,50.517
882,606937036,606937035,50.74
883,606937036,606937038,110.229
884,606937037,606937036,50.517
885,606937037,606937054,51.285
886,606937037,606937059,65.12700000000001
887,606937038,606937064,50.642
888,606937038,606937061,51.093
889,606937038,606937036,110.22899999999998
890,606937044,606937031,44.944
891,606937044,593898382,189.135
892,606937053,606937035,51.144
893,606937053,606937054,101.058
894,606937053,593898381,50.626
895,606937054,606937037,51.285
896,606937054,606937055,52.586
897,606937054,606937053,101.058
898,606937055,606937054,52.586
899,606937055,606937357,62.372
900,606937059,606937336,52.506
901,606937059,606937061,45.29
902,606937059,606937037,65.12700000000001
903,606937061,606937038,51.093
904,606937061,606937063,51.427
905,606937061,606937059,45.29
906,606937063,605673873,42.692
907,606937063,606937061,51.427
908,606937064,606937065,51.607
909,606937064,606937038,50.642
910,606937064,606937035,110.03
911,606937065,606937064,51.607
912,606937065,593898381,161.006
913,606937066,606937320,43.529
914,606937067,606937066,56.97
915,606937067,606937104,51.203
916,606937067,606937075,58.155
917,606937073,606937074,52.411
918,606937073,4343393905,43.561
919,606937073,606937096,108.898
920,606937074,606937075,49.833
921,606937074,606937073,52.411
922,606937074,606937102,110.41
923,606937074,606937099,109.131
924,606937075,606937074,49.833
925,606937075,606937100,109.032
926,606937075,606937067,58.155
927,606937095,606937096,88.441
928,606937095,611484239,58.016
929,606937095,606937275,46.239
930,606937096,606937095,88.441
931,606937096,606937073,108.898
932,606937096,606937099,62.34
933,606937097,606937098,49.339
934,606937097,649998843,56.843
935,606937097,606937102,49.863
936,606937098,606937097,49.339
937,606937098,606937106,82.87
938,606937098,606937338,55.607
939,606937099,606937100,53.874
940,606937099,606937096,62.34
941,606937099,606937074,109.131
942,606937100,606937101,66.246
943,606937100,606937099,53.874
944,606937100,606937075,109.032
945,606937101,606937100,66.246
946,606937101,606937355,94.881
947,606937102,606937104,38.015
948,606937102,606937097,49.863
949,606937102,606937074,110.41
950,606937104,606937102,38.015
951,606937104,606937106,54.695
952,606937104,606937067,51.203
953,606937106,606937104,54.695
954,606937106,606937339,47.464
955,606937106,606937098,82.87
956,606937112,606937113,64.12
957,606937112,331597610,59.459
958,606937112,606937123,144.956
959,606937113,606937114,66.717
960,606937113,606937112,64.12
961,606937113,606937123,86.222
962,606937114,606937115,65.52
963,606937114,606937113,66.717
964,606937114,606937122,79.106
965,606937115,606937114,65.52
966,606937115,606937116,49.828
967,606937115,606937356,135.132
968,606937116,605041202,90.297
969,606937116,606937223,74.53999999999999
970,606937116,606937115,49.828
971,606937120,606937122,62.015
972,606937120,606937115,72.283
973,606937122,4270558488,41.884
974,606937122,606937120,62.015
975,606937122,606937114,79.106
976,606937123,4270558488,23.531
977,606937123,606937112,144.95600000000002
978,606937130,606937238,53.947
979,606937130,605041200,155.477
980,606937130,606937223,65.623
981,606937131,606937142,84.736
982,606937131,606936984,141.256
983,606937142,605041202,50.286
984,606937142,606936981,137.135
985,606937145,1273677015,67.116
986,606937145,606937131,56.193
987,606937145,593898370,139.865
988,606937223,606937116,74.53999999999999
989,606937223,316802716,53.826
990,606937223,606937130,65.623
991,606937238,606937130,53.947
992,606937238,548737577,89.25
993,606937253,606937323,52.132
994,606937253,606937264,219.57
995,606937253,606937318,147.886
996,606937264,606937317,56.424
997,606937264,606937327,49.198
998,606937264,606937253,219.57
999,606937275,606937095,46.239
1000,606937275,4270560989,46.699
1001,606937299,606937324,61.803
1002,606937299,606937321,49.761
1003,606937299,606937304,120.225
1004,606937304,606937310,53.165
1005,606937304,606937299,120.225
1006,606937304,606937315,66.944
1007,606937310,606937304,53.165
1008,606937310,606937312,55.160000000000004
1009,606937310,606937314,79.201
1010,606937312,606937066,45.674
1011,606937312,606937310,55.160000000000004
1012,606937314,606937310,79.201
1013,606937314,606937320,53.784
1014,606937315,606937314,51.267
1015,606937315,606937304,66.944
1016,606937316,4270651109,39.371
1017,606937316,606937339,159.961
1018,606937316,4270651108,46.893
1019,606937317,4261655424,69.45
1020,606937317,4270651109,35.796
1021,606937317,606937264,56.424
1022,606937318,4261655424,69.724
1023,606937318,606937346,101.316
1024,606937318,606937253,147.88600000000002
1025,606937320,606936980,79.472
1026,606937321,606937299,49.761
1027,606937321,606937315,104.23400000000001
1028,606937322,606937321,52.537
1029,606937322,593898371,107.607
1030,606937323,606937253,52.132
1031,606937323,606937324,51.072
1032,606937323,606937327,209.664
1033,606937324,606937323,51.072
1034,606937324,606937299,61.803
1035,606937324,593898371,54.145
1036,606937324,606937326,199.779
1037,606937326,606937327,50.326
1038,606937326,606937339,45.799
1039,606937326,606937324,199.779
1040,606937327,606937264,49.198
1041,606937327,606937326,50.326
1042,606937327,606937323,209.664
1043,606937333,606182728,43.123
1044,606937333,605673355,22.88
1045,606937334,606937348,47.827
1046,606937334,606937335,78.307
1047,606937334,605673355,52.879000000000005
1048,606937335,606937337,52.323
1049,606937335,606937347,50.931999999999995
1050,606937335,606937334,78.307
1051,606937336,606937059,52.506
1052,606937336,606937333,51.692
1053,606937336,606937337,152.353
1054,606937337,606937335,52.323
1055,606937337,606937336,152.353
1056,606937337,606937346,53.641999999999996
1057,606937338,606937098,55.60699999999999
1058,606937338,606937350,303.894
1059,606937338,639103465,23.183
1060,606937339,606937106,47.464
1061,606937339,606937312,58.157
1062,606937339,606937316,159.961
1063,606937339,606937326,45.799
1064,606937342,606937352,56.887
1065,606937342,605673510,152.423
1066,606937342,606937343,49.0
1067,606937343,606937361,99.238
1068,606937343,606937345,151.534
1069,606937343,606937342,49.0
1070,606937344,606182709,60.505
1071,606937344,606937347,53.781
1072,606937345,605673510,49.252
1073,606937345,606937343,151.534
1074,606937346,606937318,101.316
1075,606937346,606937357,150.598
1076,606937346,605673510,55.06
1077,606937346,606937337,53.641999999999996
1078,606937347,606937348,76.384
1079,606937347,606937344,53.781
1080,606937347,606937335,50.931999999999995
1081,606937348,606937347,76.384
1082,606937348,606937349,48.4
1083,606937348,606937334,47.827
1084,606937349,606182719,128.799
1085,606937349,606182718,51.707
1086,606937349,606937348,48.4
1087,606937350,606182713,90.594
1088,606937350,606182729,53.373000000000005
1089,606937352,606937342,56.887
1090,606937352,4270651108,85.722
1091,606937352,606182729,58.381
1092,606937355,544355321,50.035
1093,606937355,606937120,59.203
1094,606937356,2397205844,165.954
1095,606937357,606937346,150.598
1096,606937357,606937336,54.843
1097,606937361,606182712,64.624
1098,606937361,606182711,51.010999999999996
1099,606937361,606937343,99.238
1100,607232763,607233783,66.255
1101,607232771,607232763,146.521
1102,607232771,607232820,77.537
1103,607232771,589643195,125.162
1104,607232820,607233058,26.274
1105,607232820,607232771,77.537
1106,607232832,3023734530,120.585
1107,607232840,607232832,152.096
1108,607232840,607233058,54.199
1109,607232840,607233036,43.956
1110,607232862,474873087,187.307
1111,607232862,607233477,138.909
1112,607232989,6178838685,52.635
1113,607232989,607233015,95.146
1114,607232993,607232989,145.108
1115,607232993,607233018,91.22
1116,607232993,593898339,94.02000000000001
1117,607233015,607233018,146.649
1118,607233015,5007846146,59.213
1119,607233015,607233032,98.659
1120,607233018,607233015,146.649
1121,607233018,607232993,91.22
1122,607233018,3023740033,71.635
1123,607233018,607233036,101.144
1124,607233032,4439756186,59.411
1125,607233032,607233053,98.601
1126,607233036,607233018,101.144
1127,607233036,607233032,146.26
1128,607233036,607232840,43.956
1129,607233053,2166239367,52.149
1130,607233053,607232763,104.374
1131,607233058,607233053,146.546
1132,607233058,607232840,54.199
1133,607233058,607232820,26.274
1134,607233091,607233094,163.15
1135,607233091,607233344,59.84
1136,607233091,607233114,52.142
1137,607233094,607233091,163.15
1138,607233094,607233104,52.055
1139,607233094,607233321,61.174
1140,607233104,607233094,52.055
1141,607233104,607233168,97.129
1142,607233104,607233109,99.467
1143,607233109,607233114,63.609
1144,607233109,607233130,93.672
1145,607233109,607233104,99.467
1146,607233114,607233118,69.092
1147,607233114,607233109,63.609
1148,607233114,607233091,52.142
1149,607233114,607233335,200.226
1150,607233118,607233114,69.092
1151,607233118,257946397,111.61
1152,607233118,607234166,70.267
1153,607233130,607233153,109.241
1154,607233130,607233109,93.672
1155,607233130,607233164,49.795
1156,607233153,607233130,109.241
1157,607233153,607233335,56.379
1158,607233153,607233401,50.044
1159,607233164,607233168,52.715
1160,607233164,607233401,109.301
1161,607233164,607233130,49.795
1162,607233168,607233172,48.568
1163,607233168,607233164,52.715
1164,607233168,607233104,97.129
1165,607233168,607233309,109.351
1166,607233172,607233176,62.42
1167,607233172,607233168,48.568
1168,607233172,607233287,109.402
1169,607233172,607233291,211.699
1170,607233176,607233172,62.42
1171,607233176,607233273,109.46
1172,607233176,608343403,54.958
1173,607233190,607233195,146.375
1174,607233190,607233321,120.101
1175,607233190,607233344,50.22
1176,607233195,474873270,119.208
1177,607233195,589643195,119.448
1178,607233268,608345636,54.952
1179,607233268,6302798877,151.60500000000002
1180,607233268,607233291,61.001
1181,607233273,607233287,61.165
1182,607233273,607233395,102.374
1183,607233273,607233176,109.46
1184,607233287,607233172,109.402
1185,607233287,607233309,51.646
1186,607233287,607233273,61.165
1187,607233291,607233321,44.194
