id,X,Y
650004727,-77.0851761,-12.0770737
650004889,-77.0876211,-12.0768648
650004924,-77.0874222,-12.0763455
650004931,-77.0868743,-12.0765292
650004933,-77.0851777,-12.0766013
650004936,-77.0873032,-12.0744196
650004940,-77.0856066,-12.0749588
650004941,-77.0857525,-12.0765736
650005096,-77.0857345,-12.0758853
650005099,-77.0856925,-12.0754325
650005181,-77.0874851,-12.0748488
650005219,-77.0876615,-12.0752768
650005255,-77.0865682,-12.0756855
650007624,-77.0871452,-12.0736982
651807070,-77.083231,-12.0730384
651807699,-77.0813091,-12.0747185
651815992,-77.081252,-12.0736668
651816288,-77.0825137,-12.0732882
651816978,-77.0827209,-12.0738925
651817505,-77.0812824,-12.0742078
651817521,-77.0799772,-12.0737643
651818928,-77.0890642,-12.0719715
651820047,-77.0892794,-12.0723991
651821270,-77.0896272,-12.074212
651825536,-77.0880681,-12.074496
651825539,-77.0874985,-12.0745945
651825542,-77.0873922,-12.0746214
651825588,-77.0882343,-12.0749459
651825590,-77.0883996,-12.0753893
651825592,-77.0884962,-12.0756515
651825742,-77.0897343,-12.0746892
651826513,-77.0898232,-12.0751597
660655826,-77.0758477,-12.0717151
660655827,-77.074177,-12.0720641
660655829,-77.0724798,-12.0725917
660656187,-77.0740051,-12.0713029
660656213,-77.0757938,-12.0713344
660656335,-77.0740965,-12.0717034
660656428,-77.0760707,-12.0732574
660658282,-77.076232,-12.0744814
660658301,-77.0738526,-12.0749821
660658302,-77.07613,-12.0737149
660658466,-77.0741564,-12.0743072
660658615,-77.0756914,-12.0745941
660658637,-77.0755848,-12.073876
660658683,-77.0749205,-12.0759286
660658765,-77.0747813,-12.0747901
660658766,-77.0746088,-12.074173
660658768,-77.0748311,-12.0752695
660659121,-77.0737611,-12.0754984
660659185,-77.0744857,-12.0760716
660659262,-77.0742348,-12.0753852
660659720,-77.0743163,-12.0748789
660660077,-77.0740178,-12.0738506
660661108,-77.0735598,-12.0739817
660661135,-77.0745486,-12.0736881
660661142,-77.0744391,-12.0731997
660661944,-77.0727435,-12.0737786
660663766,-77.0743108,-12.0726331
660663767,-77.073134,-12.0729312
660663941,-77.0704923,-12.077279
660664315,-77.070394,-12.0767588
660664320,-77.0734999,-12.0763587
660664757,-77.0732742,-12.0758902
660664758,-77.0718747,-12.0749171
660664908,-77.071446,-12.0750289
660664909,-77.0727108,-12.0760623
660664946,-77.0723313,-12.0747951
660664947,-77.0709809,-12.0751467
660664975,-77.0713837,-12.0764536
660664996,-77.0708405,-12.0766206
660665116,-77.0705707,-12.0752532
660665145,-77.0716689,-12.0749695
660665146,-77.0715473,-12.0745292
660665147,-77.0720537,-12.0762498
660665150,-77.072211,-12.0767546
660666489,-77.0693651,-12.0751928
660666734,-77.0695535,-12.075701
660667858,-77.0694883,-12.0775835
661980193,-77.0919938,-12.073131
670348741,-77.0714964,-12.0745436
670349073,-77.0712679,-12.0732158
670349075,-77.0710915,-12.0719448
670352475,-77.0714023,-12.0740462
670352865,-77.0726469,-12.0733359
670352996,-77.0713125,-12.0736057
670355551,-77.0712063,-12.0724606
670358374,-77.0723929,-12.0722111
670358375,-77.07303,-12.0719989
670358377,-77.0740627,-12.0715616
670358382,-77.0721241,-12.073433
670358537,-77.071886,-12.0723111
670359123,-77.0710701,-12.0718458
670360999,-77.0710105,-12.0746739
670361366,-77.0707801,-12.0733604
670361374,-77.0704745,-12.0748085
670362670,-77.0702416,-12.0734806
670362671,-77.07012,-12.0728183
670366848,-77.0701416,-12.0721147
670367770,-77.0702579,-12.0727989
670373716,-77.0703274,-12.0739931
746676502,-77.0897136,-12.0745977
746786886,-77.0989563,-12.0736863
746786909,-77.098557,-12.0715337
746786911,-77.098386,-12.0709985
746786918,-77.0977304,-12.0696011
746786937,-77.0955298,-12.0734083
746786940,-77.0957844,-12.0744141
746786943,-77.0960178,-12.0752901
746786944,-77.0962624,-12.0757767
746786950,-77.0969344,-12.075621
746786953,-77.0966642,-12.0749806
746786962,-77.0961988,-12.0732681
746786967,-77.096054,-12.0726376
746786973,-77.0959432,-12.071974
746786988,-77.0972571,-12.0746964
746786993,-77.0979669,-12.0742147
746786999,-77.0983162,-12.0735482
746787013,-77.0982725,-12.0728119
746787016,-77.0981031,-12.0722779
746787019,-77.0979409,-12.0717282
746787033,-77.0967071,-12.0725676
746787041,-77.0951339,-12.0720735
746787044,-77.0950657,-12.0715091
746787046,-77.0950075,-12.0710271
746787048,-77.0949463,-12.0705211
746787054,-77.0960931,-12.070909
746787064,-77.096138,-12.0713833
746787066,-77.0944227,-12.0712338
746787068,-77.093864,-12.0713034
746787070,-77.0933579,-12.0713613
746787081,-77.0966958,-12.0718814
746787083,-77.0965241,-12.0703581
746787088,-77.0946485,-12.0761171
746787093,-77.0947546,-12.0735707
746787095,-77.0945292,-12.0721479
746787097,-77.0943472,-12.0705858
746787099,-77.094281,-12.0700068
746787101,-77.0962034,-12.071942
746787108,-77.0960234,-12.0704048
746787110,-77.0959516,-12.0698103
746787117,-77.0974884,-12.0702475
746787135,-77.0926158,-12.0735188
746787137,-77.0941215,-12.0731971
746787142,-77.0940356,-12.0727603
746787144,-77.0935216,-12.0728589
746787147,-77.0925803,-12.0730416
746787154,-77.0932774,-12.0706251
746787156,-77.0933997,-12.0717434
746787160,-77.0924408,-12.0718463
746787170,-77.0927983,-12.0708092
746787178,-77.0933738,-12.0760097
746787179,-77.0929198,-12.0750436
746787180,-77.0926456,-12.0740113
746787182,-77.0922937,-12.0710031
746787183,-77.0938182,-12.0748116
746787184,-77.0933289,-12.0749008
746787185,-77.0924686,-12.0752073
746787186,-77.0930936,-12.0739188
746787187,-77.0935691,-12.0738191
746787188,-77.0940356,-12.075138
746787189,-77.0945184,-12.0758514
746787190,-77.0948879,-12.0765953
746787191,-77.0942403,-12.0736785
746787208,-77.0908331,-12.0716531
746787209,-77.0910121,-12.0733362
746787230,-77.0909953,-12.0708123
746787245,-77.0894336,-12.0716254
746787316,-77.0898885,-12.0755088
746787322,-77.092279,-12.0749957
746787329,-77.0930203,-12.0767158
746787330,-77.0919903,-12.0770975
746787331,-77.0911978,-12.0772979
746787332,-77.0902773,-12.0774382
746787334,-77.0880371,-12.0723505
746787342,-77.0918763,-12.0690627
746787348,-77.0899211,-12.0756753
746787349,-77.0923317,-12.0751439
874867377,-77.0697297,-12.0678092
874867378,-77.0697176,-12.0683898
874867382,-77.0697162,-12.0701779
874867388,-77.0697896,-12.0706347
874867389,-77.070119,-12.0720202
874867397,-77.0726084,-12.0698431
874867399,-77.0721087,-12.0698426
874867400,-77.0714233,-12.0699019
874867407,-77.0711953,-12.0684249
874867418,-77.0715583,-12.0703371
874867436,-77.0717871,-12.0710804
874867439,-77.0719307,-12.0716486
874898733,-77.0696838,-12.0695665
874898756,-77.0696079,-12.0720863
874898790,-77.0739344,-12.0683345
874898798,-77.074663,-12.0683451
874898801,-77.0768892,-12.068727
874898808,-77.0748051,-12.0696678
874898823,-77.0697016,-12.0689738
874898834,-77.076537,-12.0691187
874898835,-77.0769549,-12.0690792
874898847,-77.0753337,-12.0709026
874898850,-77.0750982,-12.0696385
874898853,-77.0769509,-12.0684346
874898858,-77.0772742,-12.0704859
874898867,-77.0731682,-12.0698148
874898870,-77.0729399,-12.0678696
874898875,-77.0739961,-12.0697542
874898878,-77.074085,-12.0697386
874898902,-77.0729599,-12.0714184
874898906,-77.0723677,-12.0678572
874898911,-77.0704608,-12.0684075
874898912,-77.0704673,-12.0678283
874898918,-77.070228,-12.0700852
874898923,-77.0702365,-12.0684021
874898932,-77.0707773,-12.0700048
874898934,-77.0707795,-12.068415
874898938,-77.0748048,-12.0710178
874898942,-77.0745513,-12.0697045
874898952,-77.0712689,-12.0711918
874898953,-77.0710862,-12.070413
874898959,-77.0705539,-12.0713426
874898962,-77.0703874,-12.0705255
874898978,-77.0724831,-12.0715237
874898985,-77.0716608,-12.068436
874898988,-77.0716683,-12.0678426
874899012,-77.0699934,-12.071473
1175765727,-77.1015843,-12.0636606
1175765858,-77.102871,-12.0649977
1181353057,-77.0994363,-12.0684918
1181353062,-77.0869926,-12.0781471
1181353066,-77.0980264,-12.0691887
1181353069,-77.0934142,-12.0772895
1181353071,-77.0995881,-12.0717233
1273461261,-77.0740635,-12.0695551
1273462468,-77.1005195,-12.0707993
1273467279,-77.0878016,-12.0779732
1273469892,-77.0808079,-12.0642567
1273469960,-77.0733135,-12.0684017
1273478211,-77.0872173,-12.0783654
1273484050,-77.0945354,-12.0685984
1273487046,-77.0924741,-12.0754925
1273492525,-77.0993314,-12.0648119
1273508217,-77.1026204,-12.0676219
1273525541,-77.0986133,-12.0691257
1273541734,-77.0939589,-12.067642
1273549187,-77.0974129,-12.0696343
1273564211,-77.0979231,-12.0661598
1273566897,-77.0998792,-12.0693644
1273580248,-77.1040779,-12.0671143
1273587697,-77.0836497,-12.0639273
1273588261,-77.0968671,-12.0732285
1273589644,-77.0954354,-12.0680261
1273595088,-77.0972338,-12.0668869
1273606027,-77.0947836,-12.0665046
1273620803,-77.0759823,-12.0778656
1273624890,-77.0892321,-12.0779509
1273632542,-77.0993422,-12.066153
1273635073,-77.09687,-12.0678691
1273653410,-77.1033775,-12.0744846
1273658188,-77.1035143,-12.0685527
1273664088,-77.1013256,-12.0698429
1273677015,-77.0804673,-12.0832511
1273688685,-77.0901413,-12.0745066
1273689014,-77.0764379,-12.0706702
1273689991,-77.0866645,-12.0639695
1273690138,-77.0964494,-12.0683836
1273695071,-77.0766282,-12.0781521
1273703690,-77.0862833,-12.064087
1273708529,-77.0950087,-12.0685568
1273712021,-77.0870514,-12.0784337
1273713103,-77.1040822,-12.0673129
1273714364,-77.0948093,-12.0666811
1273721262,-77.0973109,-12.0673515
1273727980,-77.079972,-12.0646594
1273737524,-77.0736096,-12.0677805
1273741177,-77.0916516,-12.077189
1273742489,-77.0962017,-12.0756706
1273745171,-77.0737617,-12.0794988
1273749237,-77.0973695,-12.0692592
1273760921,-77.0937056,-12.0743707
1273771918,-77.0908198,-12.0753097
1273774021,-77.0842108,-12.0632715
1273784621,-77.0964991,-12.0688097
1273785270,-77.0789666,-12.064414
1273791755,-77.0899678,-12.0735545
1273814188,-77.0949659,-12.0680788
1273815907,-77.0982922,-12.0691596
1273817412,-77.0971922,-12.0664141
1273820172,-77.0954355,-12.0661705
1273832914,-77.076017,-12.0642848
1273834081,-77.0852497,-12.0639159
1273837300,-77.0983883,-12.0648207
1273842380,-77.1035631,-12.0724531
1273842885,-77.0979072,-12.0648268
1273845048,-77.0948318,-12.0757245
1273849029,-77.069476,-12.0678034
1273867352,-77.1019905,-12.0703048
1273872876,-77.0872945,-12.0785499
1273882646,-77.0749296,-12.0715236
1273887355,-77.0961497,-12.0657888
1273896930,-77.100062,-12.0709572
1273897049,-77.0955254,-12.0753868
1273897705,-77.074789,-12.0694945
1273906666,-77.0941991,-12.0668036
1273912057,-77.0736072,-12.0678894
1273913267,-77.0965942,-12.0655422
1273956368,-77.0963955,-12.0679209
1273964255,-77.0748478,-12.07112
1273965937,-77.0814367,-12.0753215
1273972470,-77.09198,-12.0695252
1273974433,-77.0840097,-12.0641296
1273979931,-77.0986522,-12.0695047
1273983934,-77.0708682,-12.0833963
1273983950,-77.1035695,-12.0689642
1273986850,-77.0764572,-12.070762
1355562672,-77.0783275,-12.064258
1368340888,-77.0950445,-12.0658114
1368361981,-77.0967351,-12.0649395
1371263278,-77.0962332,-12.0665291
1403237260,-77.0950572,-12.0689618
1403237263,-77.0925186,-12.0684097
1403237264,-77.0952246,-12.0658025
1403237266,-77.0929946,-12.0683068
1403237267,-77.0911924,-12.0687368
1403237269,-77.0951256,-12.0695225
1403237276,-77.0965638,-12.0651077
1403237279,-77.0917123,-12.0686086
1409885103,-77.0810723,-12.0633461
1409885111,-77.0794599,-12.0645364
1409885120,-77.083667,-12.0637986
1409885140,-77.0821944,-12.0638736
1409885145,-77.084164,-12.0635927
1409885147,-77.0851862,-12.0637434
1409885149,-77.0855926,-12.0647995
1409885150,-77.0854317,-12.0644317
1409885159,-77.0859706,-12.0646336
1409885160,-77.0852113,-12.0649949
1451644706,-77.0778951,-12.0702659
1674944692,-77.078353,-12.0632447
1829377356,-77.1012458,-12.0643896
1829377358,-77.0973194,-12.0648274
1829377361,-77.0980596,-12.066157
1829377363,-77.0940393,-12.0664348
1829377364,-77.0957479,-12.0665846
1829377368,-77.0963421,-12.0674636
1829377369,-77.0944374,-12.0675436
1829377371,-77.0914917,-12.0676792
1829377372,-77.0934672,-12.0677431
1829377374,-77.0959136,-12.0679738
1829377375,-77.0944922,-12.0681293
1829377376,-77.0915976,-12.0681274
1832795830,-77.0723794,-12.0721421
1832795850,-77.0730489,-12.074644
1832795853,-77.073483,-12.0751197
1832795855,-77.075847,-12.0756481
1832795857,-77.0753436,-12.0757999
1832795859,-77.0741563,-12.076272
1834912733,-77.0912712,-12.0714427
1834912734,-77.0897174,-12.0721888
1834912735,-77.0881079,-12.0724698
1834912737,-77.0914922,-12.0732358
1834912738,-77.0920158,-12.0736112
1834912739,-77.0895265,-12.0736468
1834912740,-77.0900518,-12.0740172
1834944597,-77.1008005,-12.0635842
1834944598,-77.0992146,-12.0642287
1834944600,-77.1036276,-12.0645061
1836204801,-77.0752998,-12.0648043
1836204802,-77.0779785,-12.0651686
1836204803,-77.0737965,-12.06542
1836204804,-77.0742914,-12.0654222
1836204805,-77.0747968,-12.0654277
1836204809,-77.0762485,-12.0664304
1836204810,-77.0772528,-12.0664673
1836204814,-77.0762203,-12.066902
1836204816,-77.0772256,-12.0669382
1836204818,-77.0777729,-12.0669606
1836204825,-77.0751881,-12.06733
1836204826,-77.0756782,-12.067445
1836204830,-77.0737186,-12.0677844
1836204832,-77.0737143,-12.0678926
1836213609,-77.0716721,-12.0646587
1836213610,-77.0719829,-12.065026
1836213613,-77.0731642,-12.0653739
1836213617,-77.0771019,-12.0683432
1836213618,-77.0777345,-12.0685581
1836215276,-77.0705809,-12.06783
1836215278,-77.0705737,-12.0684102
1842328271,-77.1016107,-12.0733825
1842988775,-77.0973298,-12.0635226
1842988776,-77.097364,-12.0642467
1842988777,-77.0973692,-12.0643568
1842988778,-77.0973894,-12.0648271
1842988779,-77.0974544,-12.0661696
1842988781,-77.0975791,-12.067326
1842988783,-77.0978012,-12.0682688
1843102399,-77.0778982,-12.0685285
1843117184,-77.073648,-12.0661391
1843117186,-77.0737754,-12.0661475
1843155243,-77.0970686,-12.0636979
1843155255,-77.0971136,-12.064761
1843155256,-77.0971169,-12.0648314
1843209609,-77.0818925,-12.083925
1843209611,-77.0876621,-12.0857679
1843209613,-77.0890481,-12.0860782
2000840949,-77.0731463,-12.0669389
2054187110,-77.0739648,-12.0685794
2054187116,-77.0747292,-12.0690035
2054187117,-77.0763026,-12.0690591
2054187123,-77.0761607,-12.0695875
2054187125,-77.0757244,-12.0708238
2054187126,-77.0756855,-12.0708335
2054187127,-77.0757005,-12.0709215
2054187128,-77.0739827,-12.0712034
2054187129,-77.0757521,-12.0713423
2054187130,-77.0726811,-12.0715972
2054187133,-77.0757995,-12.0717168
2054187138,-77.0750046,-12.0718894
2054187159,-77.0760217,-12.0732721
2054187164,-77.0760833,-12.0737305
2054187170,-77.0728376,-12.07419
2054187172,-77.0736954,-12.0744448
2054187173,-77.0761852,-12.0744996
2054187182,-77.0778944,-12.0752152
2054187184,-77.0779125,-12.0753083
2054187187,-77.0763332,-12.0755289
2054187188,-77.076395,-12.0756094
2054187194,-77.0782119,-12.0757843
2054187205,-77.0729357,-12.0765363
2054187207,-77.0728374,-12.0765672
2054187233,-77.0783985,-12.0769101
2054187247,-77.0732688,-12.0775692
2054187258,-77.073298,-12.0780421
2054187269,-77.0715424,-12.0786041
2054406430,-77.0733557,-12.0686448
2054406431,-77.0746863,-12.0686678
2054406432,-77.0739822,-12.068712
2054406433,-77.0739922,-12.0688218
2054406434,-77.0733706,-12.0688935
2054406435,-77.0740138,-12.0690587
2054406437,-77.0734024,-12.0691222
2054406441,-77.0747599,-12.069242
2054406442,-77.0740394,-12.0693087
2054406444,-77.0770243,-12.0693872
2055553810,-77.0715682,-12.0678419
2055553887,-77.0751455,-12.0692298
2055553906,-77.075116,-12.0696379
2055554069,-77.0704895,-12.0727733
2059583578,-77.0710709,-12.0771064
2059583619,-77.0755381,-12.0784216
2059583797,-77.0702195,-12.0831389
2059583798,-77.0705761,-12.0840984
2114005504,-77.0999541,-12.0699791
2114005508,-77.0983299,-12.0701708
2147072361,-77.1012315,-12.0688465
2147072367,-77.1031256,-12.0704895
2147072371,-77.1037244,-12.0723041
2147072375,-77.1038278,-12.0722562
2166141098,-77.0861065,-12.0649966
2166144484,-77.086494,-12.0634441
2166144486,-77.0870613,-12.0633429
2166157456,-77.0777277,-12.0679817
2166203818,-77.0965799,-12.0708528
2166203827,-77.0966346,-12.0713388
2166203829,-77.0942368,-12.0696113
2166203832,-77.0974066,-12.0678114
2166203835,-77.0974764,-12.0692477
2166203841,-77.0974757,-12.0678019
2166203844,-77.0975497,-12.0683422
2166218024,-77.0975449,-12.0735668
2166218025,-77.0990614,-12.0735027
2166222104,-77.0953234,-12.0745088
2166222105,-77.0956622,-12.0756893
2166222106,-77.0940588,-12.0761038
2166222107,-77.0958905,-12.076123
2166222108,-77.0945286,-12.075872
2166222109,-77.0965112,-12.0755269
2166222110,-77.0944137,-12.0750653
2166222111,-77.0953989,-12.0748443
2166222112,-77.0946777,-12.0761754
2166222220,-77.0956633,-12.0739356
2166224153,-77.0884785,-12.0769849
2166227199,-77.0946537,-12.0729335
2166227201,-77.0940878,-12.0730281
2166228516,-77.0981354,-12.0824715
2166228518,-77.0982395,-12.0826999
2166238123,-77.0912973,-12.0843258
2166238126,-77.0917726,-12.0832016
2166238128,-77.0921282,-12.083945
2166238131,-77.0899517,-12.0839943
2166238132,-77.091745,-12.0831414
2166238134,-77.090917,-12.0835378
2166238135,-77.0899794,-12.0840552
2166238136,-77.090947,-12.0835995
2166239366,-77.0943329,-12.0830324
2166239367,-77.0938191,-12.0833554
2168739224,-77.0737504,-12.0632385
2397205844,-77.081469,-12.0789899
2461127768,-77.0752823,-12.065433
2461127770,-77.0757533,-12.066419
2461127773,-77.0757732,-12.0659379
2461127774,-77.0757936,-12.0654454
2461132332,-77.0779368,-12.0669647
2722622166,-77.0794982,-12.0739453
2722622167,-77.079978,-12.0748006
2722696811,-77.0776694,-12.0787247
2726174139,-77.0840673,-12.0843859
2726174142,-77.0837934,-12.0832712
2991671332,-77.0779126,-12.0689111
2991672836,-77.0777477,-12.0689462
2991672868,-77.0779947,-12.0706968
2991672873,-77.0773789,-12.0705631
3023734530,-77.0937485,-12.0868701
3023740033,-77.0932,-12.0863278
3216764001,-77.103913,-12.07935
3340413215,-77.0998383,-12.0760781
3350756525,-77.1033913,-12.0666863
3350756526,-77.1027767,-12.0666903
3354328563,-77.1031814,-12.066202
3355971290,-77.0780069,-12.0699423
3444203993,-77.0884148,-12.084786
3495145383,-77.0925098,-12.0827663
3495160478,-77.092176,-12.0821063
3724784409,-77.0840412,-12.087692
3743408005,-77.0705323,-12.0635202
3743408017,-77.0999616,-12.0760168
3962686473,-77.082286,-12.0759379
3962693283,-77.0839968,-12.0745218
3962693284,-77.0837378,-12.0744164
3962740783,-77.082215,-12.0746756
3962740794,-77.0822745,-12.0638784
3962773903,-77.095008,-12.065765
3962773910,-77.0965355,-12.0650348
3962773911,-77.0967639,-12.0650046
3962773916,-77.0966917,-12.0648521
4041852018,-77.0879942,-12.0801545
4041852019,-77.0878501,-12.0802184
4041852033,-77.0871603,-12.0781444
4041852511,-77.0886085,-12.0776682
4041865281,-77.1025516,-12.0643897
4041865282,-77.1025336,-12.0644971
4041865390,-77.08716,-12.0779857
4041865391,-77.0869919,-12.077987
4139638809,-77.088001,-12.0758203
4139638811,-77.0875853,-12.0745795
4139638812,-77.0869679,-12.0729476
4139638815,-77.0869709,-12.0730557
4158625094,-77.0995763,-12.0732777
4172109232,-77.0857123,-12.0866638
4172109233,-77.0848699,-12.0870464
4190293797,-77.0848665,-12.0864028
4220085294,-77.1019942,-12.0636057
4220085295,-77.101598,-12.0635731
4220087156,-77.1015659,-12.0638714
4221913058,-77.1016835,-12.0751725
4224818787,-77.1025444,-12.0728349
4224818788,-77.1020295,-12.073072
4224818789,-77.1015704,-12.0733002
4224818799,-77.099441,-12.0730567
4224818803,-77.0984096,-12.0701632
4224818810,-77.1003627,-12.0693119
4224821590,-77.1033398,-12.0699374
4242281970,-77.0929172,-12.0717982
4261528977,-77.093915,-12.0812078
4261655424,-77.075311,-12.0830167
4261655426,-77.0752597,-12.0830362
4261655435,-77.0770826,-12.087385
4261655436,-77.0767,-12.0875807
4261655437,-77.0765798,-12.0876402
4268640749,-77.0976236,-12.0771557
4270558488,-77.0797498,-12.0800632
4270560989,-77.0793203,-12.0802301
4270575248,-77.0853614,-12.0632167
4270651108,-77.074421,-12.0818325
4270651109,-77.074976,-12.0821287
4276978176,-77.0860749,-12.0874256
4297188547,-77.074918,-12.08215
4331243720,-77.0901233,-12.0860502
4331243721,-77.0892284,-12.0864571
4331243722,-77.0903059,-12.086426
4331243723,-77.0894133,-12.0868458
4331271526,-77.0892396,-12.0823722
4331445424,-77.0899241,-12.0856403
4331445591,-77.1041796,-12.0684748
4331493647,-77.0871483,-12.0786683
4331503412,-77.0829667,-12.0789171
4332507063,-77.0805096,-12.0758705
4332507067,-77.0803242,-12.0759588
4332507087,-77.077843,-12.0699706
4332672411,-77.1040762,-12.065773
4332689687,-77.1033988,-12.0680613
4336221944,-77.0755193,-12.0680683
4337268535,-77.0771341,-12.070516
4337268536,-77.0771534,-12.0706129
4337335334,-77.0984357,-12.0705118
4337335335,-77.0983284,-12.0705459
4337344087,-77.1026689,-12.0730851
4337363110,-77.0694805,-12.0675786
4337584909,-77.0965714,-12.0693562
4337589731,-77.0905258,-12.0712203
4337589732,-77.0907645,-12.0716871
4337589741,-77.0909625,-12.0707155
4337589742,-77.0893911,-12.07155
4337589743,-77.0879958,-12.072271
4337600048,-77.0988148,-12.0714467
4337600049,-77.0987449,-12.0714702
4337660504,-77.0986253,-12.0715106
4337702896,-77.0973011,-12.0644327
4337702901,-77.0971805,-12.0644393
4337745395,-77.0974393,-12.0668724
4337745396,-77.0973137,-12.0668893
4337745397,-77.0973807,-12.0673393
4341331576,-77.0975055,-12.0668632
4341331577,-77.0972971,-12.0667555
4341331578,-77.0972113,-12.066695
4341838911,-77.0744506,-12.0819129
4343286741,-77.0782497,-12.0878195
4343286742,-77.0786783,-12.0875851
4343393903,-77.0767095,-12.0795293
4343393904,-77.0767739,-12.0797044
4343393905,-77.0769634,-12.0801785
4343408399,-77.0800287,-12.0783869
4343408400,-77.0798588,-12.0784272
4343408401,-77.0799592,-12.0782885
4346558747,-77.0845603,-12.0780441
4346558749,-77.0844736,-12.0780465
4346558750,-77.0845029,-12.0777592
4346558755,-77.0844622,-12.0778617
4346558757,-77.084549,-12.0778762
4346558760,-77.0847226,-12.0780384
4346571268,-77.0900302,-12.0778033
4346571269,-77.090066,-12.0779356
4346571270,-77.0896618,-12.077803
4346571271,-77.0896144,-12.0779435
4346571272,-77.0894792,-12.0778032
4346571273,-77.0895842,-12.0779448
4346601316,-77.0917462,-12.0777852
4346601317,-77.0918507,-12.0776405
4346609884,-77.0988943,-12.0723533
4346609885,-77.0988348,-12.072372
4346615024,-77.0984594,-12.070976
4346623029,-77.0970808,-12.0640582
4346623030,-77.0971585,-12.0639636
4346623031,-77.0969984,-12.063692
4346623033,-77.0971376,-12.06355
4346623034,-77.0970589,-12.0634638
4347476109,-77.0887491,-12.0781185
4347476110,-77.0886339,-12.0781195
4406247071,-77.0784627,-12.0759999
4406252095,-77.0768345,-12.0784523
4406285449,-77.0752646,-12.075416
4406285450,-77.0757453,-12.0751682
4429518880,-77.0879929,-12.0839353
4429518881,-77.0876122,-12.0831402
4439756186,-77.0929781,-12.0836738
4439778396,-77.0896591,-12.0862646
4439786092,-77.0816622,-12.0854591
4738331491,-77.0940106,-12.068182
4738331492,-77.0939669,-12.0678448
4738331493,-77.0934331,-12.0682452
4738331501,-77.0943413,-12.0675634
5007846146,-77.0921395,-12.0840581
5049882985,-77.0883681,-12.077036
5052322885,-77.0932484,-12.0809017
5260800878,-77.0925715,-12.082767
5381377898,-77.0810663,-12.0649192
5381377899,-77.0800825,-12.0642033
5393451565,-77.0966682,-12.0664802
5393451566,-77.0962875,-12.0669949
5393451567,-77.0952931,-12.0666375
5433316550,-77.0914504,-12.0758741
5437755529,-77.0931053,-12.0692508
5437755530,-77.094595,-12.0690766
5437755531,-77.09305,-12.0687794
5437755532,-77.0908507,-12.0754713
5457715974,-77.097031,-12.0693003
5475079661,-77.0976437,-12.0712225
5475079662,-77.0975613,-12.0707547
5500275788,-77.0925353,-12.082824
5543183484,-77.0957629,-12.0758966
5543194925,-77.0765349,-12.0777271
5543194928,-77.0761393,-12.0637297
5615941388,-77.0845181,-12.0636487
5615941393,-77.0847342,-12.0647494
5615941396,-77.0844703,-12.0640569
5615941397,-77.0844203,-12.064049
5615941400,-77.0841027,-12.0643566
5615941402,-77.0832425,-12.0645116
5615941403,-77.0834084,-12.0650976
5615941404,-77.0829389,-12.0649455
5728765646,-77.0973936,-12.07307
5728765647,-77.080173,-12.0833977
5728906441,-77.1040867,-12.0646758
5818344733,-77.0903184,-12.0813945
5818969935,-77.0867909,-12.0728677
5941662177,-77.089837,-12.0866466
6108513977,-77.0922416,-12.0820835
6129317401,-77.0923693,-12.075242
6129338728,-77.1008323,-12.0748088
6129338729,-77.1011564,-12.0754309
6129373520,-77.1021995,-12.0749253
6129476440,-77.0969641,-12.0775895
6129476441,-77.0962668,-12.0778139
6131565503,-77.0878918,-12.0758623
6178838685,-77.0913742,-12.0844806
6290603420,-77.087806,-12.0726142
6290603421,-77.0877361,-12.0725052
6295032956,-77.0920859,-12.0731117
6302693059,-77.0876669,-12.0750053
6302693060,-77.0875652,-12.0750432
6302798876,-77.0998632,-12.0806151
6302798877,-77.1000847,-12.0810761
6495435022,-77.0976098,-12.0683247
6855748075,-77.0798793,-12.0868975
7070680189,-77.0974123,-12.0632819
7792299868,-77.0969522,-12.0851933
7792299884,-77.0970068,-12.0852261
7792325685,-77.0969442,-12.0852542
7792325687,-77.0998515,-12.0841116
7792325688,-77.0990033,-12.0844118
7792325726,-77.1034673,-12.0840899
7792325729,-77.0971023,-12.0854184
7844337808,-77.0917377,-12.0813175
8234459405,-77.098519,-12.0638393
8234580973,-77.0935158,-12.0759301
8796463076,-77.1038351,-12.0680453
8888643815,-77.0758665,-12.0783395
8888643816,-77.0757649,-12.0779204
8888728717,-77.0764414,-12.0785576
8888728718,-77.0763573,-12.0782189
8888728719,-77.0763177,-12.0780364
9133769698,-77.0937692,-12.076262
9312871446,-77.0830354,-12.075882
9312871507,-77.0807112,-12.0763085
9312871513,-77.0805243,-12.0764027
9414308158,-77.0937425,-12.0770733
9414308160,-77.0941675,-12.0769333
9414308206,-77.0790114,-12.0787032
9416795275,-77.099623,-12.0732346
9821725584,-77.0719441,-12.0654742
9826105373,-77.0752266,-12.0734962
9826105375,-77.0748943,-12.0735913
9989609577,-77.0738834,-12.0678994
10011691220,-77.0871221,-12.073645
10011801326,-77.0909927,-12.0762197
10018664099,-77.0788497,-12.075782
10204731266,-77.0843631,-12.0780492
10681621804,-77.0910932,-12.0692746
10687063396,-77.0872095,-12.0744531
10687109942,-77.1036029,-12.0723604
10691273528,-77.0931271,-12.0766787
10691273529,-77.0925764,-12.0754519
10691273530,-77.0950943,-12.0658684
10691273531,-77.0951906,-12.0657406
10691359315,-77.0819619,-12.0650569
10691359316,-77.0817165,-12.0650946
10697822828,-77.070256,-12.0633424
