id,X,Y
593898341,-77.091971,-12.0877158
593898343,-77.0898597,-12.0841226
593898344,-77.0886111,-12.0814722
593898345,-77.0882375,-12.0808763
593898346,-77.0879737,-12.0804494
593898347,-77.0877307,-12.0799801
593898350,-77.0870214,-12.0783486
593898351,-77.086828,-12.07815
593898354,-77.088368,-12.0808074
593898363,-77.0863438,-12.0815272
593898366,-77.0835311,-12.0818184
593898370,-77.0790603,-12.0832984
593898371,-77.0773434,-12.0841711
593898380,-77.0749435,-12.0874989
593898381,-77.0766775,-12.0865885
593898382,-77.0782037,-12.0858174
593898383,-77.0799274,-12.0848955
593898389,-77.0833319,-12.0833917
593898395,-77.0847384,-12.0830316
593898396,-77.0867245,-12.082376
593898399,-77.0887567,-12.0813969
593898417,-77.0876316,-12.0781374
593898516,-77.0941094,-12.0789759
599290421,-77.0994288,-12.071223
599290433,-77.1010091,-12.0706276
605041167,-77.0739744,-12.0856241
605041175,-77.0843469,-12.0866383
605041187,-77.0828247,-12.0841322
605041188,-77.084912,-12.0836103
605041189,-77.0835209,-12.0845472
605041191,-77.0862287,-12.0852686
605041192,-77.084665,-12.0859807
605041200,-77.0803683,-12.0820432
605041202,-77.0801322,-12.0814199
605041206,-77.0854836,-12.0850749
605041226,-77.086037,-12.0848281
605041264,-77.0981297,-12.0781485
605041266,-77.0945352,-12.0799053
605041323,-77.0937141,-12.0780851
605673328,-77.0699263,-12.0871295
605673340,-77.0709737,-12.0867237
605673345,-77.0719779,-12.0863514
605673350,-77.0730501,-12.0859931
605673355,-77.0743447,-12.0854759
605673399,-77.0696373,-12.0863567
605673417,-77.0706943,-12.0859932
605673420,-77.0717094,-12.0856099
605673468,-77.0693718,-12.085625
605673477,-77.0704111,-12.0852528
605673483,-77.0714413,-12.0848838
605673492,-77.0724475,-12.0845172
605673510,-77.0744738,-12.0835557
605673547,-77.0700436,-12.0842919
605673551,-77.0710666,-12.0839202
605673554,-77.072128,-12.0835574
605673558,-77.0731983,-12.0830592
605673847,-77.0713455,-12.0876956
605673864,-77.0723973,-12.0873361
605673865,-77.0734333,-12.0869756
605673873,-77.0744703,-12.0866089
605674138,-77.0728426,-12.0853793
605674216,-77.0707058,-12.0829677
605674221,-77.0703527,-12.0820351
605674302,-77.0718019,-12.0825681
605674307,-77.0714619,-12.0816248
606182709,-77.0736349,-12.083955
606182710,-77.073418,-12.083535
606182711,-77.0730006,-12.0826588
606182712,-77.0725405,-12.0817215
606182713,-77.0723857,-12.0812914
606182714,-77.0724179,-12.0828471
606182715,-77.071946,-12.0830158
606182717,-77.0720735,-12.0818789
606182718,-77.0735407,-12.0858031
606182719,-77.0727084,-12.0844004
606182728,-77.0740877,-12.0858396
606182729,-77.0733205,-12.0814581
606182730,-77.0716094,-12.0820354
606182731,-77.0704962,-12.0824142
606936955,-77.0811624,-12.0835608
606936956,-77.0807437,-12.0837965
606936957,-77.0796369,-12.0843707
606936975,-77.0824146,-12.0875877
606936980,-77.0783726,-12.0813273
606936981,-77.0784526,-12.0817901
606936984,-77.0788246,-12.082857
606937023,-77.0782166,-12.0877499
606937031,-77.0786443,-12.0875218
606937035,-77.0760478,-12.0863982
606937036,-77.0758332,-12.085993
606937037,-77.0756195,-12.0855896
606937038,-77.0749369,-12.0864562
606937044,-77.0790062,-12.0873265
606937053,-77.076464,-12.0861839
606937054,-77.0760377,-12.0853763
606937055,-77.0758158,-12.0849561
606937059,-77.0750885,-12.0858606
606937061,-77.0747192,-12.086049
606937063,-77.0742999,-12.086263
606937064,-77.0751527,-12.0868598
606937065,-77.0753718,-12.0872715
606937066,-77.0772576,-12.081514
606937067,-77.0771213,-12.0810193
606937073,-77.0773352,-12.0800326
606937074,-77.0775004,-12.0804754
606937075,-77.0776424,-12.0809015
606937095,-77.0790451,-12.0794388
606937096,-77.078274,-12.0796919
606937097,-77.0763844,-12.0803877
606937098,-77.0759624,-12.0805508
606937099,-77.0784692,-12.080219
606937100,-77.0786194,-12.0806807
606937101,-77.0787629,-12.0812597
606937102,-77.0765437,-12.0808082
606937104,-77.076664,-12.0811292
606937106,-77.0761805,-12.0812649
606937112,-77.0802364,-12.0790489
606937113,-77.0804113,-12.0795996
606937114,-77.0805933,-12.0801726
606937115,-77.0807721,-12.0807353
606937116,-77.0809189,-12.0811598
606937120,-77.0801343,-12.0809186
606937122,-77.0799065,-12.0804073
606937123,-77.0796672,-12.0798676
606937130,-77.0817049,-12.0815547
606937131,-77.0799683,-12.0822553
606937142,-77.0796876,-12.0815444
606937145,-77.0801965,-12.0827087
606937223,-77.0815786,-12.0809776
606937238,-77.0818039,-12.0820301
606937253,-77.0762876,-12.0841472
606937264,-77.0755898,-12.0822942
606937275,-77.079182,-12.0798325
606937299,-77.0776423,-12.0834784
606937304,-77.0771516,-12.0825098
606937310,-77.0769878,-12.0820593
606937312,-77.0768437,-12.0815841
606937314,-77.0777038,-12.0819284
606937315,-77.0777543,-12.0823868
606937316,-77.0748507,-12.0817965
606937317,-77.07509,-12.0824307
606937318,-77.0755329,-12.083605
606937320,-77.0776521,-12.0814474
606937321,-77.0780515,-12.083278
606937322,-77.0782195,-12.083721
606937323,-77.0767156,-12.0839359
606937324,-77.0771349,-12.0837289
606937326,-77.0764714,-12.0820535
606937327,-77.0760256,-12.0821752
606937333,-77.0744391,-12.0856598
606937334,-77.0741443,-12.0850426
606937335,-77.0738169,-12.084417
606937336,-77.0748604,-12.0854444
606937337,-77.0742497,-12.0842113
606937338,-77.075795,-12.0800785
606937339,-77.0763162,-12.0816706
606937342,-77.0738713,-12.082318
606937343,-77.0734688,-12.0825162
606937344,-77.0731385,-12.0842009
606937345,-77.0740656,-12.0837477
606937346,-77.074694,-12.0840016
606937347,-77.0733944,-12.0846148
606937348,-77.0737403,-12.0852127
606937349,-77.0733317,-12.0853854
606937350,-77.0731649,-12.0810029
606937352,-77.0736333,-12.0818624
606937355,-77.0796114,-12.081067
606937356,-77.0819621,-12.0803935
606937357,-77.0753074,-12.0852159
606937361,-77.0728045,-12.0822422
607232763,-77.0948774,-12.0833863
607232771,-77.0954361,-12.0845854
607232820,-77.094791,-12.0848826
607232832,-77.0947508,-12.0864127
607232840,-77.0941215,-12.0851911
607232862,-77.1041662,-12.0825333
607232989,-77.0915777,-12.0849101
607232993,-77.0921513,-12.0860884
607233015,-77.0923675,-12.0845417
607233018,-77.0929143,-12.0857473
607233032,-77.0931897,-12.0841664
607233036,-77.0937558,-12.0853596
607233053,-77.0940089,-12.0837861
607233058,-77.0945724,-12.0849833
607233091,-77.0962707,-12.0821645
607233094,-77.0976387,-12.0815617
607233104,-77.0974362,-12.0811375
607233109,-77.0966031,-12.081507
607233114,-77.0960685,-12.0817393
607233118,-77.0954956,-12.0820081
607233130,-77.0962122,-12.0807563
607233153,-77.0957564,-12.0798808
607233164,-77.0966225,-12.0805574
607233168,-77.0970568,-12.0803467
607233172,-77.097457,-12.0801527
607233176,-77.0979713,-12.0799033
607233190,-77.0969245,-12.0824685
607233195,-77.0974804,-12.0836674
607233268,-77.0988169,-12.0816433
607233273,-77.097523,-12.0790219
607233287,-77.0970193,-12.0792668
607233291,-77.0983045,-12.0818667
607233309,-77.096594,-12.0794736
607233321,-77.0979333,-12.0820286
607233335,-77.0952921,-12.0801065
607233344,-77.0965027,-12.0826525
607233395,-77.0983661,-12.0786121
607233401,-77.0961685,-12.0796804
607233405,-77.0947485,-12.0803708
607233425,-77.095947,-12.0792153
607233446,-77.0965707,-12.0783891
607233453,-77.0963171,-12.0779037
607233470,-77.0957394,-12.078799
607233477,-77.1030635,-12.0831635
607233600,-77.0977947,-12.0762578
607233634,-77.0965871,-12.0768595
607233642,-77.0949331,-12.0776836
607233671,-77.09767,-12.0772467
607233677,-77.0979146,-12.0777265
607233687,-77.0990564,-12.0799662
607233717,-77.0943436,-12.0794872
607233770,-77.0947521,-12.0816256
607233777,-77.0952044,-12.0826336
607233783,-77.0954287,-12.0831325
607233798,-77.0942268,-12.081293
607233815,-77.0943957,-12.08177
607233824,-77.0948508,-12.0827954
607233846,-77.0945758,-12.0769681
607233854,-77.0952516,-12.0783065
607233861,-77.0952997,-12.0783979
607233883,-77.0962167,-12.0761453
607233888,-77.0969157,-12.0775037
607233909,-77.0974384,-12.0755562
607233919,-77.0981141,-12.0769177
607233930,-77.0981733,-12.0770022
607233956,-77.0995246,-12.0797594
607234036,-77.0941735,-12.0806031
607234045,-77.093119,-12.0804089
607234158,-77.0950318,-12.0810031
607234166,-77.0952298,-12.0814321
607234202,-77.0919091,-12.0791848
607234221,-77.0921342,-12.0806064
607234234,-77.0926808,-12.0808346
607234239,-77.0926088,-12.0805171
607234244,-77.0925109,-12.0800726
607234249,-77.0923268,-12.079112
607234266,-77.0937688,-12.0797239
607234283,-77.0935436,-12.0792284
607234320,-77.0933605,-12.0788235
607234325,-77.0913403,-12.0792645
607234353,-77.0907582,-12.0793172
607234357,-77.0903091,-12.0793319
607234366,-77.0896108,-12.0794306
607234384,-77.0903326,-12.0803946
607234390,-77.0903401,-12.0807675
607234399,-77.090354,-12.0812444
607234421,-77.0939605,-12.0801415
607234426,-77.0914962,-12.0806879
607234435,-77.0908549,-12.0807432
607234469,-77.0912846,-12.0787163
607234620,-77.0931378,-12.0783362
607234660,-77.0893615,-12.0789494
607234709,-77.0892171,-12.0781035
607234928,-77.0872332,-12.0801918
607234933,-77.0867643,-12.0788072
607234954,-77.0866083,-12.0804065
607234961,-77.0864058,-12.0794504
607234974,-77.0862967,-12.0788823
607235008,-77.0858407,-12.0794311
607235016,-77.0852473,-12.07945
607235253,-77.0887933,-12.0840695
607235317,-77.0860374,-12.0805461
607235355,-77.0861854,-12.08108
607235440,-77.0888701,-12.0820031
607235444,-77.0869896,-12.0829212
607235455,-77.087187,-12.0833433
607235460,-77.0881956,-12.0828617
607235462,-77.0886292,-12.0826545
607235465,-77.0890826,-12.082438
607235479,-77.0894187,-12.0843251
607235493,-77.0890048,-12.0845151
607235498,-77.088593,-12.0836479
607235525,-77.0875431,-12.0841504
607235531,-77.0869991,-12.0843626
607235590,-77.0852312,-12.087829
607235639,-77.0905065,-12.0868385
607235646,-77.0899421,-12.0856772
607235919,-77.0886602,-12.0852983
607235979,-77.0842524,-12.083156
607235986,-77.0840152,-12.0817877
607235998,-77.0830539,-12.0818419
607236026,-77.082406,-12.0790032
607236032,-77.0826586,-12.0807684
607236043,-77.0840362,-12.0794724
607236047,-77.0834816,-12.079478
607236051,-77.0830048,-12.0794824
607236061,-77.0841815,-12.0806048
607236067,-77.084278,-12.0811686
607236072,-77.0844078,-12.0817616
607236114,-77.0835584,-12.0806443
607236133,-77.0822726,-12.0813112
607236164,-77.0887457,-12.0779467
607236269,-77.0818078,-12.0792544
607236328,-77.0830539,-12.0807059
607236334,-77.0821669,-12.0808462
607236517,-77.0889878,-12.0779513
608319852,-77.1019607,-12.0802597
608319992,-77.099885,-12.0761733
608323421,-77.1000098,-12.0761133
608324797,-77.1020835,-12.0802061
608328399,-77.0993728,-12.0763094
608328581,-77.098698,-12.0749336
608330178,-77.0987374,-12.0766153
608330265,-77.0980676,-12.0752443
608332384,-77.1003475,-12.0770849
608335753,-77.0986344,-12.0779432
608335978,-77.098415,-12.0775
608336570,-77.0996583,-12.0768928
608339901,-77.1005822,-12.0775187
608340082,-77.0988461,-12.0783751
608342212,-77.1013023,-12.078974
608343403,-77.0981753,-12.0803555
608344578,-77.0990242,-12.0787285
608344588,-77.0985433,-12.0789597
608344616,-77.1002816,-12.0781243
608344710,-77.1017315,-12.0798128
608345636,-77.0985956,-12.081199
608345995,-77.1001078,-12.0777527
608347578,-77.1008059,-12.0791933
608347580,-77.1012356,-12.080032
608347911,-77.0983826,-12.0807681
608349962,-77.1010129,-12.0795975
608351590,-77.1003907,-12.0793768
608353080,-77.0998755,-12.0783195
608353245,-77.1001702,-12.0799725
608354337,-77.0999538,-12.0795698
608354342,-77.0994556,-12.0785212
608361413,-77.0998914,-12.0821175
608362281,-77.0982964,-12.0828246
608362390,-77.0980905,-12.0823732
608363338,-77.0996787,-12.0816561
608366760,-77.1017452,-12.0752792
608367975,-77.1031688,-12.0781494
608368322,-77.1002667,-12.0766208
608368350,-77.1019875,-12.0757638
608369409,-77.1006981,-12.0774615
608369928,-77.1024132,-12.0766154
608370637,-77.1042942,-12.0776522
608370639,-77.1014448,-12.0789111
608371462,-77.1019162,-12.0787028
608374086,-77.1011689,-12.0772293
608374093,-77.1007475,-12.0763814
608374213,-77.1021919,-12.0761727
608375093,-77.1009427,-12.0767779
608377872,-77.1030992,-12.0767534
608377883,-77.1026049,-12.0769987
608377887,-77.1013694,-12.0776241
608379186,-77.102955,-12.0787524
608379190,-77.1027586,-12.0783306
608379193,-77.1021729,-12.0772174
608379261,-77.1017948,-12.0774073
608380387,-77.1023399,-12.0785156
608389282,-77.1036755,-12.0779255
608390443,-77.1022467,-12.075035
608391261,-77.1029264,-12.0764071
608391884,-77.1040585,-12.0758608
608395242,-77.1035414,-12.0761092
608407956,-77.1016491,-12.0793315
608409916,-77.1023412,-12.0795226
608410175,-77.1025747,-12.0799875
608410439,-77.1021467,-12.0791149
608411436,-77.1036794,-12.0789299
608411446,-77.1034854,-12.0785168
608411455,-77.1038735,-12.0793731
608420779,-77.1033281,-12.0743845
608421673,-77.0990645,-12.07567
608421834,-77.1029991,-12.0737517
608424612,-77.1015819,-12.0744443
608425111,-77.1012351,-12.0737313
608442019,-77.1026313,-12.0730094
610683638,-77.1037873,-12.0741651
610683720,-77.1031995,-12.0729174
610683958,-77.1036817,-12.0728138
610684162,-77.1039702,-12.0734131
610684762,-77.1024931,-12.0755268
610684806,-77.1026912,-12.0759296
610686036,-77.1040478,-12.0771606
610703537,-77.0806022,-12.0765816
610703592,-77.0808164,-12.076512
611484206,-77.0886206,-12.0779524
611484210,-77.0878075,-12.077707
611484212,-77.0829688,-12.0777983
611484214,-77.0835266,-12.0777814
611484217,-77.0837021,-12.0780594
611484233,-77.0823372,-12.0780942
611484239,-77.0788719,-12.0789453
611484241,-77.0788183,-12.0787772
611484245,-77.0791937,-12.0785237
639073424,-77.0695483,-12.0809913
639090083,-77.0703701,-12.0813292
639090092,-77.070614,-12.0817552
639091478,-77.0706758,-12.0819159
639092815,-77.0702923,-12.0818757
639103463,-77.0752012,-12.0785052
639103465,-77.0757252,-12.0798815
639107216,-77.0731596,-12.0776029
639107769,-77.0695173,-12.0776763
639108336,-77.0711814,-12.0815393
639108340,-77.0708523,-12.0809224
639108342,-77.0706015,-12.0805938
639108344,-77.0702823,-12.0801204
639108346,-77.070138,-12.0796691
639108347,-77.0698147,-12.0786128
639108350,-77.0713823,-12.0816557
639111249,-77.0701335,-12.0807469
639111326,-77.0699596,-12.0811486
639112970,-77.0695598,-12.0804939
639113023,-77.0696658,-12.0781548
639118936,-77.0711032,-12.0772
639121074,-77.0713937,-12.0781366
639121077,-77.0714946,-12.0784819
639121102,-77.0730644,-12.0788549
639121104,-77.0735085,-12.0787106
639121840,-77.0738078,-12.0796598
639121842,-77.072866,-12.0766649
639122009,-77.0726995,-12.0777423
639122013,-77.0702721,-12.0784743
639122018,-77.0712529,-12.077678
639122625,-77.0728471,-12.0781647
639122940,-77.0716358,-12.0788806
639123058,-77.0729701,-12.076627
639123075,-77.073926,-12.0796953
649996489,-77.072795,-12.0809561
649996522,-77.0726904,-12.0793093
649996523,-77.0732604,-12.0807857
649996545,-77.0726922,-12.0796944
649996923,-77.0708952,-12.0789997
649996926,-77.0705911,-12.0789614
649996927,-77.0699803,-12.0791584
649996958,-77.0709232,-12.079432
649996972,-77.0709402,-12.079908
649997203,-77.0753634,-12.0788773
649997379,-77.0738625,-12.0794609
649998107,-77.0743849,-12.0767632
649998173,-77.0749983,-12.0780779
649998438,-77.0740306,-12.0783784
649998439,-77.0737375,-12.0774542
649998440,-77.0741316,-12.0773084
649998441,-77.0745661,-12.0771472
649998447,-77.0745389,-12.0782234
649998448,-77.0738626,-12.0778676
649998569,-77.0734127,-12.0780005
649998843,-77.076874,-12.0802085
649998852,-77.0766948,-12.0797346
649998889,-77.0766294,-12.0795626
649998890,-77.0761561,-12.079736
649998974,-77.0775172,-12.0792311
649998996,-77.0773246,-12.0787402
649999001,-77.0759821,-12.0792392
649999151,-77.0773493,-12.0779912
649999333,-77.0788606,-12.077348
649999455,-77.0808261,-12.0770834
649999744,-77.0784191,-12.0765564
649999745,-77.0782273,-12.0767605
649999746,-77.0748334,-12.0777099
650000390,-77.0785164,-12.0757185
650000403,-77.0810515,-12.0769819
650000841,-77.0787014,-12.0751446
650000842,-77.0786886,-12.0750523
650000855,-77.0788157,-12.0756446
650000866,-77.0753159,-12.0775734
650000867,-77.0750161,-12.0765574
650000868,-77.0754963,-12.0763996
650000869,-77.0757875,-12.077442
650000874,-77.0762639,-12.0773065
650000875,-77.0759661,-12.0762688
650000878,-77.0776809,-12.0769145
650000890,-77.0774138,-12.0759526
650000893,-77.0769313,-12.0760494
650000900,-77.0772173,-12.0770388
650000925,-77.0767423,-12.0771753
650000926,-77.0764494,-12.0761432
650000927,-77.0763414,-12.0756175
650000941,-77.0763797,-12.0755157
650001523,-77.082222,-12.0747965
650001527,-77.0830014,-12.0754038
650001532,-77.084054,-12.0752439
650001621,-77.0803553,-12.0748937
650001634,-77.0803424,-12.0755708
650004520,-77.0870822,-12.0754972
